"date","game","users","new_revenue","revenue_past_month","sum_all_time_before","status","ltv","lifetime","language","age"
2022-10-01 00:00:00.000 +0300,game 3,CfgvA7ntuRJL/qdscwgMVw==,0,160.7,160.7,Сhurned,588.1,1,ru,24
2022-11-01 00:00:00.000 +0200,game 3,CfgvA7ntuRJL/qdscwgMVw==,206.8,0,160.7,Reactivated,588.1,2,ru,24
2022-12-01 00:00:00.000 +0200,game 3,CfgvA7ntuRJL/qdscwgMVw==,220.6,206.8,367.5,Retained,588.1,3,ru,24
2022-10-01 00:00:00.000 +0300,game 3,cjAwQwy//1xm2O5pNRveqw==,272.4,0,0.0,New,627.6,0,ru,22
2022-11-01 00:00:00.000 +0200,game 3,cjAwQwy//1xm2O5pNRveqw==,308.9,272.4,272.4,Retained,627.6,1,ru,22
2022-12-01 00:00:00.000 +0200,game 3,cjAwQwy//1xm2O5pNRveqw==,46.3,308.9,581.3,Retained,627.6,2,ru,22
2022-07-01 00:00:00.000 +0300,game 3,cOCixiBbcAHemYgbNdoTcw==,249.5,0,0.0,New,1008.4,0,uk,20
2022-08-01 00:00:00.000 +0300,game 3,cOCixiBbcAHemYgbNdoTcw==,0,249.5,249.5,Сhurned,1008.4,1,uk,20
2022-09-01 00:00:00.000 +0300,game 3,cOCixiBbcAHemYgbNdoTcw==,157.0,0,249.5,Reactivated,1008.4,2,uk,20
2022-10-01 00:00:00.000 +0300,game 3,cOCixiBbcAHemYgbNdoTcw==,242.3,157.0,406.5,Retained,1008.4,3,uk,20
2022-11-01 00:00:00.000 +0200,game 3,cOCixiBbcAHemYgbNdoTcw==,303.2,242.3,648.8,Retained,1008.4,4,uk,20
2022-12-01 00:00:00.000 +0200,game 3,cOCixiBbcAHemYgbNdoTcw==,56.4,303.2,952.0,Retained,1008.4,5,uk,20
2022-12-01 00:00:00.000 +0200,game 3,cp2QvW7HEEyNYKZRQ+RvyA==,139.7,0,0.0,New,139.7,0,uk,14
2022-05-01 00:00:00.000 +0300,game 3,crKNTIblJ0113SKEtSJQHw==,344.6,0,0.0,New,1552.4,0,uk,16
2022-06-01 00:00:00.000 +0300,game 3,crKNTIblJ0113SKEtSJQHw==,109.9,344.6,344.6,Retained,1552.4,1,uk,16
2022-07-01 00:00:00.000 +0300,game 3,crKNTIblJ0113SKEtSJQHw==,393.3,109.9,454.5,Retained,1552.4,2,uk,16
2022-08-01 00:00:00.000 +0300,game 3,crKNTIblJ0113SKEtSJQHw==,148.4,393.3,847.8,Retained,1552.4,3,uk,16
2022-09-01 00:00:00.000 +0300,game 3,crKNTIblJ0113SKEtSJQHw==,189.1,148.4,996.2,Retained,1552.4,4,uk,16
2022-10-01 00:00:00.000 +0300,game 3,crKNTIblJ0113SKEtSJQHw==,77.9,189.1,1185.3,Retained,1552.4,5,uk,16
2022-11-01 00:00:00.000 +0200,game 3,crKNTIblJ0113SKEtSJQHw==,179.2,77.9,1263.2,Retained,1552.4,6,uk,16
2022-12-01 00:00:00.000 +0200,game 3,crKNTIblJ0113SKEtSJQHw==,110.0,179.2,1442.4,Retained,1552.4,7,uk,16
2022-08-01 00:00:00.000 +0300,game 3,cv6g2/jSkR+FwO58WY85DQ==,203.4,0,0.0,New,490.5,0,uk,20
2022-09-01 00:00:00.000 +0300,game 3,cv6g2/jSkR+FwO58WY85DQ==,112.6,203.4,203.4,Retained,490.5,1,uk,20
2022-10-01 00:00:00.000 +0300,game 3,cv6g2/jSkR+FwO58WY85DQ==,0,112.6,316.0,Сhurned,490.5,2,uk,20
2022-11-01 00:00:00.000 +0200,game 3,cv6g2/jSkR+FwO58WY85DQ==,85.4,0,316.0,Reactivated,490.5,3,uk,20
2022-12-01 00:00:00.000 +0200,game 3,cv6g2/jSkR+FwO58WY85DQ==,89.1,85.4,401.4,Retained,490.5,4,uk,20
2022-10-01 00:00:00.000 +0300,game 3,D0sawvsyqnyUMXNy+aXo7Q==,266.5,0,0.0,New,443.2,0,uk,19
2022-11-01 00:00:00.000 +0200,game 3,D0sawvsyqnyUMXNy+aXo7Q==,0,266.5,266.5,Сhurned,443.2,1,uk,19
2022-12-01 00:00:00.000 +0200,game 3,D0sawvsyqnyUMXNy+aXo7Q==,176.7,0,266.5,Reactivated,443.2,2,uk,19
2022-08-01 00:00:00.000 +0300,game 3,d7kiN4CYGndV2/L4yQeZ4g==,156.2,0,0.0,New,1060.3,0,ru,19
2022-09-01 00:00:00.000 +0300,game 3,d7kiN4CYGndV2/L4yQeZ4g==,97.7,156.2,156.2,Retained,1060.3,1,ru,19
2022-10-01 00:00:00.000 +0300,game 3,d7kiN4CYGndV2/L4yQeZ4g==,220.4,97.7,253.9,Retained,1060.3,2,ru,19
2022-11-01 00:00:00.000 +0200,game 3,d7kiN4CYGndV2/L4yQeZ4g==,209.9,220.4,474.3,Retained,1060.3,3,ru,19
2022-12-01 00:00:00.000 +0200,game 3,d7kiN4CYGndV2/L4yQeZ4g==,376.1,209.9,684.2,Retained,1060.3,4,ru,19
2022-08-01 00:00:00.000 +0300,game 3,D9Bdgp+w/syZMU61LudzFQ==,60.2,0,0.0,New,137.4,0,uk,19
2022-09-01 00:00:00.000 +0300,game 3,D9Bdgp+w/syZMU61LudzFQ==,77.2,60.2,60.2,Retained,137.4,1,uk,19
2022-10-01 00:00:00.000 +0300,game 3,D9Bdgp+w/syZMU61LudzFQ==,0,77.2,137.4,Сhurned,137.4,2,uk,19
2022-11-01 00:00:00.000 +0200,game 3,dAiAPbpgrBYKg4Rn7nbu4g==,76.5,0,0.0,New,76.5,0,uk,34
2022-12-01 00:00:00.000 +0200,game 3,dAiAPbpgrBYKg4Rn7nbu4g==,0,76.5,76.5,Сhurned,76.5,1,uk,34
2022-06-01 00:00:00.000 +0300,game 3,DAMO0tILVRlXZhYONdvs0Q==,196.4,0,0.0,New,1026.2,0,uk,15
2022-07-01 00:00:00.000 +0300,game 3,DAMO0tILVRlXZhYONdvs0Q==,195.5,196.4,196.4,Retained,1026.2,1,uk,15
2022-08-01 00:00:00.000 +0300,game 3,DAMO0tILVRlXZhYONdvs0Q==,176.8,195.5,391.9,Retained,1026.2,2,uk,15
2022-09-01 00:00:00.000 +0300,game 3,DAMO0tILVRlXZhYONdvs0Q==,198.6,176.8,568.7,Retained,1026.2,3,uk,15
2022-10-01 00:00:00.000 +0300,game 3,DAMO0tILVRlXZhYONdvs0Q==,258.9,198.6,767.3,Retained,1026.2,4,uk,15
2022-11-01 00:00:00.000 +0200,game 3,DAMO0tILVRlXZhYONdvs0Q==,0,258.9,1026.2,Сhurned,1026.2,5,uk,15
2022-04-01 00:00:00.000 +0300,game 3,Dbff3x5cRk6/tUY3WQdzFQ==,222.1,0,0.0,New,1231.2,0,uk,21
2022-05-01 00:00:00.000 +0300,game 3,Dbff3x5cRk6/tUY3WQdzFQ==,114.4,222.1,222.1,Retained,1231.2,1,uk,21
2022-06-01 00:00:00.000 +0300,game 3,Dbff3x5cRk6/tUY3WQdzFQ==,118.7,114.4,336.5,Retained,1231.2,2,uk,21
2022-07-01 00:00:00.000 +0300,game 3,Dbff3x5cRk6/tUY3WQdzFQ==,369.7,118.7,455.2,Retained,1231.2,3,uk,21
2022-08-01 00:00:00.000 +0300,game 3,Dbff3x5cRk6/tUY3WQdzFQ==,171.3,369.7,824.9,Retained,1231.2,4,uk,21
2022-09-01 00:00:00.000 +0300,game 3,Dbff3x5cRk6/tUY3WQdzFQ==,235.0,171.3,996.2,Retained,1231.2,5,uk,21
2022-10-01 00:00:00.000 +0300,game 3,Dbff3x5cRk6/tUY3WQdzFQ==,0,235.0,1231.2,Сhurned,1231.2,6,uk,21
2022-08-01 00:00:00.000 +0300,game 3,DcYWdg5xq9/5Yd7SaaVhZw==,108.1,0,0.0,New,229.0,0,uk,32
2022-09-01 00:00:00.000 +0300,game 3,DcYWdg5xq9/5Yd7SaaVhZw==,48.2,108.1,108.1,Retained,229.0,1,uk,32
2022-10-01 00:00:00.000 +0300,game 3,DcYWdg5xq9/5Yd7SaaVhZw==,0,48.2,156.3,Сhurned,229.0,2,uk,32
2022-11-01 00:00:00.000 +0200,game 3,DcYWdg5xq9/5Yd7SaaVhZw==,72.7,0,156.3,Reactivated,229.0,3,uk,32
2022-12-01 00:00:00.000 +0200,game 3,DcYWdg5xq9/5Yd7SaaVhZw==,0,72.7,229.0,Сhurned,229.0,4,uk,32
2022-04-01 00:00:00.000 +0300,game 3,DorDcyqBWMg5IEaflqn5Xw==,183.9,0,0.0,New,945.0,0,ru,23
2022-05-01 00:00:00.000 +0300,game 3,DorDcyqBWMg5IEaflqn5Xw==,137.9,183.9,183.9,Retained,945.0,1,ru,23
2022-06-01 00:00:00.000 +0300,game 3,DorDcyqBWMg5IEaflqn5Xw==,50.9,137.9,321.8,Retained,945.0,2,ru,23
2022-07-01 00:00:00.000 +0300,game 3,DorDcyqBWMg5IEaflqn5Xw==,0,50.9,372.7,Сhurned,945.0,3,ru,23
2022-08-01 00:00:00.000 +0300,game 3,DorDcyqBWMg5IEaflqn5Xw==,216.0,0,372.7,Reactivated,945.0,4,ru,23
2022-09-01 00:00:00.000 +0300,game 3,DorDcyqBWMg5IEaflqn5Xw==,311.9,216.0,588.7,Retained,945.0,5,ru,23
2022-10-01 00:00:00.000 +0300,game 3,DorDcyqBWMg5IEaflqn5Xw==,0,311.9,900.6,Сhurned,945.0,6,ru,23
2022-12-01 00:00:00.000 +0200,game 3,DorDcyqBWMg5IEaflqn5Xw==,44.4,0,900.6,Reactivated,945.0,8,ru,23
2022-06-01 00:00:00.000 +0300,game 3,dp8g3Zsy2hCfov8GumRuWg==,50.9,0,0.0,New,50.9,0,ru,19
2022-07-01 00:00:00.000 +0300,game 3,dp8g3Zsy2hCfov8GumRuWg==,0,50.9,50.9,Сhurned,50.9,1,ru,19
2022-04-01 00:00:00.000 +0300,game 3,dpfu6t8G4blqMn55KM8bSg==,121.1,0,0.0,New,1467.9,0,uk,16
2022-05-01 00:00:00.000 +0300,game 3,dpfu6t8G4blqMn55KM8bSg==,121.6,121.1,121.1,Retained,1467.9,1,uk,16
2022-06-01 00:00:00.000 +0300,game 3,dpfu6t8G4blqMn55KM8bSg==,64.7,121.6,242.7,Retained,1467.9,2,uk,16
2022-07-01 00:00:00.000 +0300,game 3,dpfu6t8G4blqMn55KM8bSg==,44.1,64.7,307.4,Retained,1467.9,3,uk,16
2022-08-01 00:00:00.000 +0300,game 3,dpfu6t8G4blqMn55KM8bSg==,337.8,44.1,351.5,Retained,1467.9,4,uk,16
2022-09-01 00:00:00.000 +0300,game 3,dpfu6t8G4blqMn55KM8bSg==,225.7,337.8,689.3,Retained,1467.9,5,uk,16
2022-10-01 00:00:00.000 +0300,game 3,dpfu6t8G4blqMn55KM8bSg==,411.4,225.7,915.0,Retained,1467.9,6,uk,16
2022-11-01 00:00:00.000 +0200,game 3,dpfu6t8G4blqMn55KM8bSg==,141.5,411.4,1326.4,Retained,1467.9,7,uk,16
2022-12-01 00:00:00.000 +0200,game 3,dpfu6t8G4blqMn55KM8bSg==,0,141.5,1467.9,Сhurned,1467.9,8,uk,16
2022-07-01 00:00:00.000 +0300,game 3,dQAFHVkiiCKfawYALbHZeA==,60.1,0,0.0,New,179.8,0,uk,26
2022-08-01 00:00:00.000 +0300,game 3,dQAFHVkiiCKfawYALbHZeA==,53.7,60.1,60.1,Retained,179.8,1,uk,26
2022-09-01 00:00:00.000 +0300,game 3,dQAFHVkiiCKfawYALbHZeA==,0,53.7,113.8,Сhurned,179.8,2,uk,26
2022-10-01 00:00:00.000 +0300,game 3,dQAFHVkiiCKfawYALbHZeA==,66.0,0,113.8,Reactivated,179.8,3,uk,26
2022-11-01 00:00:00.000 +0200,game 3,dQAFHVkiiCKfawYALbHZeA==,0,66.0,179.8,Сhurned,179.8,4,uk,26
2022-04-01 00:00:00.000 +0300,game 3,DqezK7HAqZ+GovyRuzxD1A==,305.0,0,0.0,New,1328.6,0,uk,23
2022-05-01 00:00:00.000 +0300,game 3,DqezK7HAqZ+GovyRuzxD1A==,264.6,305.0,305.0,Retained,1328.6,1,uk,23
2022-06-01 00:00:00.000 +0300,game 3,DqezK7HAqZ+GovyRuzxD1A==,317.1,264.6,569.6,Retained,1328.6,2,uk,23
2022-07-01 00:00:00.000 +0300,game 3,DqezK7HAqZ+GovyRuzxD1A==,441.9,317.1,886.7,Retained,1328.6,3,uk,23
2022-08-01 00:00:00.000 +0300,game 3,DqezK7HAqZ+GovyRuzxD1A==,0,441.9,1328.6,Сhurned,1328.6,4,uk,23
2022-09-01 00:00:00.000 +0300,game 3,dSGXNzIxO3joRVr1Eem+WQ==,57.6,0,0.0,New,106.1,0,uk,29
2022-10-01 00:00:00.000 +0300,game 3,dSGXNzIxO3joRVr1Eem+WQ==,48.5,57.6,57.6,Retained,106.1,1,uk,29
2022-11-01 00:00:00.000 +0200,game 3,dSGXNzIxO3joRVr1Eem+WQ==,0,48.5,106.1,Сhurned,106.1,2,uk,29
2022-07-01 00:00:00.000 +0300,game 3,dUXVADLWvf2uvh+Q6TNrMw==,44.6,0,0.0,New,697.9,0,ru,19
2022-08-01 00:00:00.000 +0300,game 3,dUXVADLWvf2uvh+Q6TNrMw==,0,44.6,44.6,Сhurned,697.9,1,ru,19
2022-10-01 00:00:00.000 +0300,game 3,dUXVADLWvf2uvh+Q6TNrMw==,134.3,0,44.6,Reactivated,697.9,3,ru,19
2022-11-01 00:00:00.000 +0200,game 3,dUXVADLWvf2uvh+Q6TNrMw==,421.5,134.3,178.9,Retained,697.9,4,ru,19
2022-12-01 00:00:00.000 +0200,game 3,dUXVADLWvf2uvh+Q6TNrMw==,97.5,421.5,600.4,Retained,697.9,5,ru,19
2022-08-01 00:00:00.000 +0300,game 3,dVTYjVpXbOM/sOgCq4CV0g==,151.5,0,0.0,New,994.8,0,uk,25
2022-09-01 00:00:00.000 +0300,game 3,dVTYjVpXbOM/sOgCq4CV0g==,466.4,151.5,151.5,Retained,994.8,1,uk,25
2022-10-01 00:00:00.000 +0300,game 3,dVTYjVpXbOM/sOgCq4CV0g==,277.0,466.4,617.9,Retained,994.8,2,uk,25
2022-11-01 00:00:00.000 +0200,game 3,dVTYjVpXbOM/sOgCq4CV0g==,54.0,277.0,894.9,Retained,994.8,3,uk,25
2022-12-01 00:00:00.000 +0200,game 3,dVTYjVpXbOM/sOgCq4CV0g==,45.9,54.0,948.9,Retained,994.8,4,uk,25
2022-08-01 00:00:00.000 +0300,game 3,dxXTsxsoGNYPn+1rVBAUww==,51.3,0,0.0,New,177.0,0,uk,33
2022-09-01 00:00:00.000 +0300,game 3,dxXTsxsoGNYPn+1rVBAUww==,58.9,51.3,51.3,Retained,177.0,1,uk,33
2022-10-01 00:00:00.000 +0300,game 3,dxXTsxsoGNYPn+1rVBAUww==,66.8,58.9,110.2,Retained,177.0,2,uk,33
2022-11-01 00:00:00.000 +0200,game 3,dxXTsxsoGNYPn+1rVBAUww==,0,66.8,177.0,Сhurned,177.0,3,uk,33
2022-06-01 00:00:00.000 +0300,game 3,e/6IajqZ922YY1rh2ErMJQ==,122.9,0,0.0,New,3214.3,0,en,25
2022-07-01 00:00:00.000 +0300,game 3,e/6IajqZ922YY1rh2ErMJQ==,546.3,122.9,122.9,Retained,3214.3,1,en,25
2022-08-01 00:00:00.000 +0300,game 3,e/6IajqZ922YY1rh2ErMJQ==,287.4,546.3,669.2,Retained,3214.3,2,en,25
2022-09-01 00:00:00.000 +0300,game 3,e/6IajqZ922YY1rh2ErMJQ==,257.2,287.4,956.6,Retained,3214.3,3,en,25
2022-10-01 00:00:00.000 +0300,game 3,e/6IajqZ922YY1rh2ErMJQ==,180.0,257.2,1213.8,Retained,3214.3,4,en,25
2022-11-01 00:00:00.000 +0200,game 3,e/6IajqZ922YY1rh2ErMJQ==,1380.7,180.0,1393.8,Retained,3214.3,5,en,25
2022-12-01 00:00:00.000 +0200,game 3,e/6IajqZ922YY1rh2ErMJQ==,439.8,1380.7,2774.5,Retained,3214.3,6,en,25
2022-12-01 00:00:00.000 +0200,game 2,e6LTrwXMl/v1epsRPDa9Fg==,58.4,0,0.0,New,58.4,0,uk,30
2022-04-01 00:00:00.000 +0300,game 3,eCd4MBHIR4qUWapg05TFLQ==,84.5,0,0.0,New,887.6,0,ru,18
2022-05-01 00:00:00.000 +0300,game 3,eCd4MBHIR4qUWapg05TFLQ==,53.4,84.5,84.5,Retained,887.6,1,ru,18
2022-06-01 00:00:00.000 +0300,game 3,eCd4MBHIR4qUWapg05TFLQ==,94.1,53.4,137.9,Retained,887.6,2,ru,18
2022-07-01 00:00:00.000 +0300,game 3,eCd4MBHIR4qUWapg05TFLQ==,116.8,94.1,232.0,Retained,887.6,3,ru,18
2022-08-01 00:00:00.000 +0300,game 3,eCd4MBHIR4qUWapg05TFLQ==,147.2,116.8,348.8,Retained,887.6,4,ru,18
2022-09-01 00:00:00.000 +0300,game 3,eCd4MBHIR4qUWapg05TFLQ==,84.0,147.2,496.0,Retained,887.6,5,ru,18
2022-10-01 00:00:00.000 +0300,game 3,eCd4MBHIR4qUWapg05TFLQ==,260.2,84.0,580.0,Retained,887.6,6,ru,18
2022-11-01 00:00:00.000 +0200,game 3,eCd4MBHIR4qUWapg05TFLQ==,47.4,260.2,840.2,Retained,887.6,7,ru,18
2022-12-01 00:00:00.000 +0200,game 3,eCd4MBHIR4qUWapg05TFLQ==,0,47.4,887.6,Сhurned,887.6,8,ru,18
2022-09-01 00:00:00.000 +0300,game 3,Ej00UDBb0OBlQliAnSIp+g==,156.0,0,0.0,New,156.0,0,uk,15
2022-10-01 00:00:00.000 +0300,game 3,Ej00UDBb0OBlQliAnSIp+g==,0,156.0,156.0,Сhurned,156.0,1,uk,15
2022-07-01 00:00:00.000 +0300,game 3,eLWkkjmSeHVGjb9tp+CJpQ==,82.5,0,0.0,New,424.4,0,uk,19
2022-08-01 00:00:00.000 +0300,game 3,eLWkkjmSeHVGjb9tp+CJpQ==,227.2,82.5,82.5,Retained,424.4,1,uk,19
2022-09-01 00:00:00.000 +0300,game 3,eLWkkjmSeHVGjb9tp+CJpQ==,114.7,227.2,309.7,Retained,424.4,2,uk,19
2022-10-01 00:00:00.000 +0300,game 3,eLWkkjmSeHVGjb9tp+CJpQ==,0,114.7,424.4,Сhurned,424.4,3,uk,19
2022-06-01 00:00:00.000 +0300,game 3,eoqO46DzxSrKA2rredUNyQ==,49.5,0,0.0,New,1176.7,0,uk,24
2022-07-01 00:00:00.000 +0300,game 3,eoqO46DzxSrKA2rredUNyQ==,222.6,49.5,49.5,Retained,1176.7,1,uk,24
2022-08-01 00:00:00.000 +0300,game 3,eoqO46DzxSrKA2rredUNyQ==,160.3,222.6,272.1,Retained,1176.7,2,uk,24
2022-09-01 00:00:00.000 +0300,game 3,eoqO46DzxSrKA2rredUNyQ==,50.9,160.3,432.4,Retained,1176.7,3,uk,24
2022-10-01 00:00:00.000 +0300,game 3,eoqO46DzxSrKA2rredUNyQ==,693.4,50.9,483.3,Retained,1176.7,4,uk,24
2022-11-01 00:00:00.000 +0200,game 3,eoqO46DzxSrKA2rredUNyQ==,0,693.4,1176.7,Сhurned,1176.7,5,uk,24
2022-09-01 00:00:00.000 +0300,game 3,EPRgsEIjWdzmRbzsHZ48zg==,227.9,0,0.0,New,977.5,0,uk,25
2022-10-01 00:00:00.000 +0300,game 3,EPRgsEIjWdzmRbzsHZ48zg==,479.5,227.9,227.9,Retained,977.5,1,uk,25
2022-11-01 00:00:00.000 +0200,game 3,EPRgsEIjWdzmRbzsHZ48zg==,158.1,479.5,707.4,Retained,977.5,2,uk,25
2022-12-01 00:00:00.000 +0200,game 3,EPRgsEIjWdzmRbzsHZ48zg==,112.0,158.1,865.5,Retained,977.5,3,uk,25
2022-05-01 00:00:00.000 +0300,game 3,er3/fOrRpmyqiRaC0CaFcg==,173.1,0,0.0,New,1511.3,0,uk,21
2022-06-01 00:00:00.000 +0300,game 3,er3/fOrRpmyqiRaC0CaFcg==,380.3,173.1,173.1,Retained,1511.3,1,uk,21
2022-07-01 00:00:00.000 +0300,game 3,er3/fOrRpmyqiRaC0CaFcg==,146.2,380.3,553.4,Retained,1511.3,2,uk,21
2022-08-01 00:00:00.000 +0300,game 3,er3/fOrRpmyqiRaC0CaFcg==,240.2,146.2,699.6,Retained,1511.3,3,uk,21
2022-09-01 00:00:00.000 +0300,game 3,er3/fOrRpmyqiRaC0CaFcg==,210.0,240.2,939.8,Retained,1511.3,4,uk,21
2022-10-01 00:00:00.000 +0300,game 3,er3/fOrRpmyqiRaC0CaFcg==,0,210.0,1149.8,Сhurned,1511.3,5,uk,21
2022-11-01 00:00:00.000 +0200,game 3,er3/fOrRpmyqiRaC0CaFcg==,272.7,0,1149.8,Reactivated,1511.3,6,uk,21
2022-12-01 00:00:00.000 +0200,game 3,er3/fOrRpmyqiRaC0CaFcg==,88.8,272.7,1422.5,Retained,1511.3,7,uk,21
2022-07-01 00:00:00.000 +0300,game 3,F03P4YcFbbtcWUlujjIQmQ==,121.9,0,0.0,New,1439.2,0,ru,20
2022-08-01 00:00:00.000 +0300,game 3,F03P4YcFbbtcWUlujjIQmQ==,136.5,121.9,121.9,Retained,1439.2,1,ru,20
2022-09-01 00:00:00.000 +0300,game 3,F03P4YcFbbtcWUlujjIQmQ==,290.0,136.5,258.4,Retained,1439.2,2,ru,20
2022-10-01 00:00:00.000 +0300,game 3,F03P4YcFbbtcWUlujjIQmQ==,501.8,290.0,548.4,Retained,1439.2,3,ru,20
2022-11-01 00:00:00.000 +0200,game 3,F03P4YcFbbtcWUlujjIQmQ==,216.2,501.8,1050.2,Retained,1439.2,4,ru,20
2022-12-01 00:00:00.000 +0200,game 3,F03P4YcFbbtcWUlujjIQmQ==,172.8,216.2,1266.4,Retained,1439.2,5,ru,20
2022-12-01 00:00:00.000 +0200,game 3,F7cC4XEymgoRKeijWu63+w==,89.2,0,0.0,New,89.2,0,uk,16
2022-09-01 00:00:00.000 +0300,game 3,f9cWBjiN4c8lXAkBhdqK6Q==,84.8,0,0.0,New,694.1,0,uk,21
2022-10-01 00:00:00.000 +0300,game 3,f9cWBjiN4c8lXAkBhdqK6Q==,408.3,84.8,84.8,Retained,694.1,1,uk,21
2022-11-01 00:00:00.000 +0200,game 3,f9cWBjiN4c8lXAkBhdqK6Q==,201.0,408.3,493.1,Retained,694.1,2,uk,21
2022-12-01 00:00:00.000 +0200,game 3,f9cWBjiN4c8lXAkBhdqK6Q==,0,201.0,694.1,Сhurned,694.1,3,uk,21
2022-04-01 00:00:00.000 +0300,game 3,F9Jtg6+0qPUKWDgBJxG8cA==,177.7,0,0.0,New,812.7,0,ru,18
2022-05-01 00:00:00.000 +0300,game 3,F9Jtg6+0qPUKWDgBJxG8cA==,0,177.7,177.7,Сhurned,812.7,1,ru,18
2022-06-01 00:00:00.000 +0300,game 3,F9Jtg6+0qPUKWDgBJxG8cA==,326.6,0,177.7,Reactivated,812.7,2,ru,18
2022-07-01 00:00:00.000 +0300,game 3,F9Jtg6+0qPUKWDgBJxG8cA==,115.8,326.6,504.3,Retained,812.7,3,ru,18
2022-08-01 00:00:00.000 +0300,game 3,F9Jtg6+0qPUKWDgBJxG8cA==,111.4,115.8,620.1,Retained,812.7,4,ru,18
2022-09-01 00:00:00.000 +0300,game 3,F9Jtg6+0qPUKWDgBJxG8cA==,0,111.4,731.5,Сhurned,812.7,5,ru,18
2022-11-01 00:00:00.000 +0200,game 3,F9Jtg6+0qPUKWDgBJxG8cA==,81.2,0,731.5,Reactivated,812.7,7,ru,18
2022-12-01 00:00:00.000 +0200,game 3,F9Jtg6+0qPUKWDgBJxG8cA==,0,81.2,812.7,Сhurned,812.7,8,ru,18
2022-09-01 00:00:00.000 +0300,game 3,FbbhrtuL39vfmatF2ObVfA==,156.2,0,0.0,New,1042.1,0,uk,16
2022-10-01 00:00:00.000 +0300,game 3,FbbhrtuL39vfmatF2ObVfA==,418.3,156.2,156.2,Retained,1042.1,1,uk,16
2022-11-01 00:00:00.000 +0200,game 3,FbbhrtuL39vfmatF2ObVfA==,413.8,418.3,574.5,Retained,1042.1,2,uk,16
2022-12-01 00:00:00.000 +0200,game 3,FbbhrtuL39vfmatF2ObVfA==,53.8,413.8,988.3,Retained,1042.1,3,uk,16
2022-04-01 00:00:00.000 +0300,game 3,fCdEizmUtnjNYQLbx81H8g==,66.4,0,0.0,New,66.4,0,ru,16
2022-05-01 00:00:00.000 +0300,game 3,fCdEizmUtnjNYQLbx81H8g==,0,66.4,66.4,Сhurned,66.4,1,ru,16
2022-06-01 00:00:00.000 +0300,game 3,fDgyPW0yy0+9ietMvl0vmA==,73.3,0,0.0,New,561.0,0,ru,18
2022-07-01 00:00:00.000 +0300,game 3,fDgyPW0yy0+9ietMvl0vmA==,120.8,73.3,73.3,Retained,561.0,1,ru,18
2022-08-01 00:00:00.000 +0300,game 3,fDgyPW0yy0+9ietMvl0vmA==,239.6,120.8,194.1,Retained,561.0,2,ru,18
2022-09-01 00:00:00.000 +0300,game 3,fDgyPW0yy0+9ietMvl0vmA==,0,239.6,433.7,Сhurned,561.0,3,ru,18
2022-11-01 00:00:00.000 +0200,game 3,fDgyPW0yy0+9ietMvl0vmA==,127.3,0,433.7,Reactivated,561.0,5,ru,18
2022-12-01 00:00:00.000 +0200,game 3,fDgyPW0yy0+9ietMvl0vmA==,0,127.3,561.0,Сhurned,561.0,6,ru,18
2022-09-01 00:00:00.000 +0300,game 3,FfphIhReAA2romBynjqxqw==,259.6,0,0.0,New,259.6,0,uk,19
2022-10-01 00:00:00.000 +0300,game 3,FfphIhReAA2romBynjqxqw==,0,259.6,259.6,Сhurned,259.6,1,uk,19
2022-12-01 00:00:00.000 +0200,game 3,fFqrZjaytcDUnW57W7PRJA==,279.2,0,0.0,New,279.2,0,uk,22
2022-09-01 00:00:00.000 +0300,game 3,FgwYf9VO+gnaxZ7EXY0CkQ==,54.6,0,0.0,New,103.3,0,uk,39
2022-10-01 00:00:00.000 +0300,game 3,FgwYf9VO+gnaxZ7EXY0CkQ==,0,54.6,54.6,Сhurned,103.3,1,uk,39
2022-11-01 00:00:00.000 +0200,game 3,FgwYf9VO+gnaxZ7EXY0CkQ==,48.7,0,54.6,Reactivated,103.3,2,uk,39
2022-12-01 00:00:00.000 +0200,game 3,FgwYf9VO+gnaxZ7EXY0CkQ==,0,48.7,103.3,Сhurned,103.3,3,uk,39
2022-11-01 00:00:00.000 +0200,game 3,fH7uxifYBCx0TULRrcqajg==,56.9,0,0.0,New,124.2,0,uk,23
2022-12-01 00:00:00.000 +0200,game 3,fH7uxifYBCx0TULRrcqajg==,67.3,56.9,56.9,Retained,124.2,1,uk,23
2022-05-01 00:00:00.000 +0300,game 3,FLqAK4qKiMkvlLBgGwbBnQ==,89.3,0,0.0,New,507.5,0,ru,31
2022-06-01 00:00:00.000 +0300,game 3,FLqAK4qKiMkvlLBgGwbBnQ==,0,89.3,89.3,Сhurned,507.5,1,ru,31
2022-08-01 00:00:00.000 +0300,game 3,FLqAK4qKiMkvlLBgGwbBnQ==,195.4,0,89.3,Reactivated,507.5,3,ru,31
2022-09-01 00:00:00.000 +0300,game 3,FLqAK4qKiMkvlLBgGwbBnQ==,163.9,195.4,284.7,Retained,507.5,4,ru,31
2022-10-01 00:00:00.000 +0300,game 3,FLqAK4qKiMkvlLBgGwbBnQ==,58.9,163.9,448.6,Retained,507.5,5,ru,31
2022-11-01 00:00:00.000 +0200,game 3,FLqAK4qKiMkvlLBgGwbBnQ==,0,58.9,507.5,Сhurned,507.5,6,ru,31
2022-10-01 00:00:00.000 +0300,game 3,FnaqKQlPHm2pH1+S+K+Gfg==,56.8,0,0.0,New,280.7,0,uk,19
